gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
DDX6P1	ENSG00000230056	processed_pseudogene	29329625	29331061	3.0	0.5	3.0	2.0	1.18	0.9	1.0	0.0	0.18	0.82	0.0	0.0	0.0	0.0	3.83	1.83	0.07	0.0	0.1	0.4	0.0	0.16	0.0	1.78	0.98	0.0	0.0	0.0	0.35	1.0	4.2	0.0
OR5V1	ENSG00000243729	protein_coding	29353748	29431967	0.34	0.29	0.1	0.27	0.38	0.05	0.24	0.17	0.29	0.22	0.0	0.11	0.14	0.0	0.37	0.0	0.53	0.16	0.11	0.25	0.48	0.11	0.0	0.04	0.1	0.0	0.26	0.09	0.13	0.21	0.19	0.17
OR12D3	ENSG00000112462	protein_coding	29373422	29375291	1.58	0.56	0.58	0.15	0.02	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.13	0.0	2.58	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR12D2	ENSG00000280236	protein_coding	29395630	29398008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.36	0.35	0.0	0.0	0.0	0.0	1.49	0.21	0.0	0.0	0.47	0.0
OR12D1	ENSG00000251608	protein_coding	29414927	29418905	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR11A1	ENSG00000204694	protein_coding	29425503	29457071	0.92	0.32	0.13	0.17	0.69	0.13	0.45	0.19	0.55	0.26	0.56	0.0	0.33	0.0	0.14	0.0	0.72	0.3	0.57	0.06	0.29	0.4	0.0	0.84	0.96	0.0	0.06	0.15	0.73	0.79	1.21	0.25
OR10C1	ENSG00000206474	protein_coding	29439305	29440977	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	1.0	0.0
ENSG00000277881	ENSG00000277881	processed_pseudogene	29450209	29450558	2.82	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OR2H1	ENSG00000204688	protein_coding	29457154	29464328	0.65	0.61	0.0	0.6	0.35	0.64	0.4	0.93	0.77	0.77	0.21	0.0	0.0	0.0	0.22	0.0	2.03	0.45	0.0	0.0	0.03	0.95	0.0	0.42	2.78	0.0	0.0	1.59	0.45	0.7	0.5	0.82
UBDP1	ENSG00000225797	unprocessed_pseudogene	29464595	29469806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.04
MAS1LP1	ENSG00000230164	unprocessed_pseudogene	29475024	29476071	0.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000289203	ENSG00000289203	lncRNA	29485156	29494160	0.57	0.89	0.34	0.0	0.0	1.27	0.17	0.34	0.63	0.59	0.0	0.0	0.31	0.0	0.0	0.0	1.14	0.31	0.0	0.53	0.0	0.17	0.0	1.36	0.31	0.0	0.0	0.0	0.8	0.43	0.53	0.3
MAS1L	ENSG00000204687	protein_coding	29486696	29487956	0.0	1.14	0.99	0.0	0.0	0.09	0.0	1.0	0.9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.0	0.0	0.0	0.0	0.0	0.0	2.99	0.0	0.0	0.0	0.0	0.56	1.56	0.0	0.35
RPS17P1	ENSG00000213900	processed_pseudogene	29489270	29489676	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.29	0.0	0.0	0.0	3.61	0.0	0.0	0.0	0.0	1.0	0.0	1.76	1.0
LINC02829	ENSG00000229274	lncRNA	29497474	29510558	0.72	0.0	0.0	0.0	0.0	0.0	0.02	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.2	0.0	0.0	0.04	0.0
LINC01015	ENSG00000224582	lncRNA	29528720	29533665	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.81	0.0	1.82	0.0	0.0	0.0	0.13	0.0	0.0	0.37	0.0	0.0	0.0	1.61
GPR53P	ENSG00000229281	unprocessed_pseudogene	29537703	29538787	0.0	0.0	1.99	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OR2I1P	ENSG00000237988	protein_coding	29550406	29557773	0.0	0.28	0.0	0.18	1.48	0.6	0.0	0.56	0.0	0.43	0.85	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.94	1.1	0.0
UBD	ENSG00000213886	protein_coding	29555514	29559732	0.0	0.0	0.0	0.54	2.25	1.17	0.0	1.57	0.0	0.9	0.79	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.96	2.28	0.0
GABBR1	ENSG00000204681	protein_coding	29555628	29633976	0.3	0.69	0.41	0.33	0.44	0.61	0.29	0.39	0.26	0.26	0.17	0.11	0.35	0.3	0.4	0.0	1.13	0.36	0.07	0.04	0.16	0.62	0.0	0.52	0.67	0.04	0.25	0.07	0.8	0.39	0.78	0.0
OR2H5P	ENSG00000232173	unprocessed_pseudogene	29573908	29574836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.13	0.0	0.0	0.0
TMEM183AP1	ENSG00000227609	processed_pseudogene	29577458	29577748	0.0	0.0	0.0	0.0	2.0	0.24	0.0	0.0	1.48	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.24	0.0	0.0	0.0
SNORD32B	ENSG00000201330	snoRNA	29582248	29582332	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.99	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
RPL13AP	ENSG00000231301	processed_pseudogene	29582507	29583025	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.98	0.0
OR2H2	ENSG00000204657	protein_coding	29585120	29590500	0.54	1.16	0.0	0.72	0.0	1.25	1.04	0.99	0.0	0.95	0.0	0.0	0.0	1.23	2.89	0.0	0.83	0.0	0.0	0.0	0.3	0.0	0.0	0.0	1.08	0.0	0.43	0.0	0.88	0.0	0.0	0.0
SUMO2P1	ENSG00000235238	processed_pseudogene	29636059	29636343	1.0	0.0	2.0	0.0	0.0	3.0	2.0	1.0	0.0	0.63	0.0	0.0	1.22	0.0	2.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.65	0.88	1.76	0.0
MOG	ENSG00000204655	protein_coding	29657001	29672372	0.35	0.79	0.89	0.51	0.54	0.75	0.13	0.0	0.14	1.2	0.12	0.0	1.07	0.0	0.63	0.13	0.39	1.5	0.48	0.11	0.8	0.44	0.0	0.0	0.52	0.14	0.0	0.56	0.94	2.46	2.14	0.1
ZFP57	ENSG00000204644	protein_coding	29672482	29681155	1.89	1.58	1.63	0.19	1.4	2.0	0.44	0.0	0.0	1.33	0.0	0.0	1.94	0.0	3.51	0.0	2.67	3.1	0.4	2.67	2.87	1.89	0.21	0.0	2.46	0.0	0.72	1.0	0.88	1.26	0.53	0.64
ZDHHC20P1	ENSG00000233916	processed_pseudogene	29708124	29708547	2.0	0.0	1.39	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.17	3.0	2.0	0.0	8.0	4.0	0.0	0.0	2.0	3.19	0.0	0.0	5.61	1.0	0.0	0.0	0.0	0.39	2.0	0.0
HLA-F	ENSG00000204642	protein_coding	29722774	29738528	237.27	188.43	134.96	108.6	169.47	188.38	139.72	123.62	127.98	138.17	50.95	118.85	243.87	80.96	283.2	69.02	315.63	212.53	133.92	161.08	204.09	228.38	37.72	146.44	277.89	55.53	154.99	69.49	216.86	153.79	176.93	96.2
ENSG00000225864	ENSG00000225864	unprocessed_pseudogene	29722980	29723971	783.78	631.24	405.5	339.7	499.97	568.62	370.34	318.36	399.68	490.03	158.66	373.9	770.78	197.52	812.47	183.15	942.23	669.26	379.16	432.14	670.68	709.01	116.32	393.64	891.99	144.62	491.97	192.2	736.44	507.21	512.58	293.41
HLA-F-AS1	ENSG00000214922	lncRNA	29726600	29749049	36.73	26.51	22.27	17.11	29.78	33.78	26.77	24.37	20.62	17.33	8.06	17.89	37.56	14.48	44.5	9.19	52.41	31.58	22.95	30.54	29.88	31.82	3.6	23.25	38.65	8.72	20.62	11.29	31.24	24.47	31.83	15.05
RPL23AP1	ENSG00000239257	transcribed_processed_pseudogene	29726668	29727139	487.68	381.06	307.99	223.0	370.17	413.51	323.84	299.74	256.49	277.33	107.22	225.2	497.21	163.84	553.82	134.99	642.33	408.29	270.18	334.39	403.96	445.32	62.0	308.18	541.38	95.59	277.53	161.44	422.16	329.81	391.1	203.58
MICE	ENSG00000273340	transcribed_unprocessed_pseudogene	29741730	29748969	0.0	0.0	0.0	0.0	1.02	0.27	0.0	0.0	0.0	0.28	0.0	0.0	0.12	0.0	0.0	0.28	0.85	0.0	0.0	1.33	0.0	0.19	0.0	1.59	0.0	0.0	0.46	0.0	0.19	0.0	0.28	0.0
HCG9P5	ENSG00000227758	unprocessed_pseudogene	29748288	29748513	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y_RNA	ENSG00000199290	misc_RNA	29750370	29750472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
IFITM4P	ENSG00000235821	processed_pseudogene	29750728	29751148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	0.0	1.0	0.0	0.0
ENSG00000272236	ENSG00000272236	lncRNA	29751964	29752207	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
ENSG00000285761	ENSG00000285761	lncRNA	29752572	29763295	1.48	1.0	0.73	0.18	0.12	0.84	0.26	0.44	0.0	0.98	0.0	0.45	0.93	0.0	1.1	0.0	1.6	3.33	0.0	0.63	0.75	0.28	0.0	0.29	0.05	0.0	0.3	0.38	0.64	0.0	0.31	0.8
ENSG00000270896	ENSG00000270896	processed_pseudogene	29763257	29763392	0.0	5.99	1.33	0.0	1.99	2.7	0.0	0.0	0.0	2.0	0.0	0.0	3.17	0.0	2.0	0.0	8.0	7.99	0.0	2.0	0.0	2.27	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
HLA-V	ENSG00000290710	lncRNA	29790953	29797811	346.24	274.29	195.5	175.31	282.27	269.8	234.31	223.3	199.66	202.57	65.34	168.4	369.24	95.09	436.55	88.61	467.6	359.49	172.59	250.87	295.89	336.61	48.84	181.55	446.22	107.16	231.3	119.48	327.29	218.73	279.6	138.82
HCG4	ENSG00000176998	unprocessed_pseudogene	29791752	29792750	704.21	562.38	411.11	339.36	539.1	509.83	446.67	425.04	393.1	430.25	136.46	313.81	668.13	158.49	837.56	161.22	880.9	681.34	298.31	427.08	561.27	666.81	103.0	368.84	863.26	158.05	462.95	244.81	659.52	420.13	534.94	289.63
HLA-V	ENSG00000181126	transcribed_unprocessed_pseudogene	29792233	29793136	728.47	589.23	410.32	357.58	560.13	534.66	470.65	446.86	412.55	456.16	133.58	325.76	719.5	166.23	880.98	198.92	931.85	730.97	309.76	488.79	606.77	727.7	120.31	399.47	904.17	187.67	491.52	258.51	692.89	439.72	559.9	302.97
HLA-P	ENSG00000261548	unprocessed_pseudogene	29800414	29802425	152.23	138.45	106.15	52.43	133.29	103.82	85.25	87.92	60.08	104.71	34.67	94.21	227.04	58.33	266.48	53.83	170.69	160.62	86.99	121.52	149.44	188.67	25.14	92.75	203.71	37.2	102.08	84.99	168.93	84.0	85.58	48.07
RPL7AP7	ENSG00000213880	processed_pseudogene	29803194	29803991	62.58	53.29	38.2	21.27	52.22	48.34	43.71	41.49	32.09	37.33	9.71	29.1	75.36	18.81	73.89	20.12	88.11	58.33	36.75	50.11	48.19	59.85	9.59	30.06	69.77	17.22	35.18	28.69	66.81	35.49	37.09	19.26
MICG	ENSG00000237042	unprocessed_pseudogene	29812564	29812696	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0
HLA-G	ENSG00000204632	protein_coding	29826966	29831125	817.34	590.56	387.55	376.89	587.73	576.34	573.65	466.94	433.8	476.88	178.43	398.81	808.65	238.76	1012.72	238.75	1045.25	725.3	416.75	535.59	747.03	808.3	143.02	512.11	988.28	195.52	468.48	296.21	668.93	494.84	569.55	325.8
HCG4P8	ENSG00000229142	unprocessed_pseudogene	29827384	29828364	876.72	602.84	342.22	386.41	590.22	574.33	597.43	461.41	441.78	495.22	176.92	404.74	863.51	230.43	1065.67	227.52	1083.32	751.14	421.54	513.04	759.4	863.52	130.34	531.61	1006.25	191.59	491.66	268.34	723.94	505.83	583.2	387.41
ENSG00000290870	ENSG00000290870	lncRNA	29849549	29885615	7.39	5.85	3.86	0.27	8.35	8.74	8.49	2.87	5.2	2.0	1.34	4.72	11.92	3.54	14.77	0.36	10.61	9.71	4.32	11.05	8.56	7.99	0.63	2.38	9.99	3.9	6.25	2.17	7.38	5.65	4.61	1.2
ENSG00000285799	ENSG00000285799	transcribed_unprocessed_pseudogene	29852362	29852491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.43
HCP5B	ENSG00000281831	lncRNA	29871894	29873783	5.42	0.06	3.18	1.19	7.17	3.18	8.68	1.96	3.46	2.57	0.41	0.0	5.96	2.43	10.11	0.0	6.92	6.74	6.36	4.09	7.91	5.76	0.0	4.05	7.23	0.99	2.62	0.18	0.48	4.29	3.88	0.0
ENSG00000230521	ENSG00000230521	unprocessed_pseudogene	29887293	29888268	917.17	717.7	496.96	5.26	662.79	672.23	553.25	268.26	440.27	604.35	119.22	440.9	850.83	275.89	1074.41	129.81	747.15	811.32	439.67	575.78	733.13	814.39	149.24	303.47	713.69	184.33	580.78	261.3	797.39	579.66	381.09	182.38
HLA-H	ENSG00000206341	unprocessed_pseudogene	29887751	29890482	987.12	810.56	579.21	11.14	749.72	750.61	669.22	329.46	504.08	650.02	146.1	597.23	1048.91	393.93	1310.41	225.04	910.87	1068.2	630.43	834.94	959.5	1050.15	214.34	454.96	829.14	313.46	748.07	342.26	868.33	647.98	441.89	240.61
HLA-T	ENSG00000231130	unprocessed_pseudogene	29896653	29897786	53.79	56.49	34.17	0.0	47.59	47.93	39.59	25.98	24.38	34.65	13.47	42.04	94.33	29.35	104.64	5.28	43.7	39.59	35.15	39.8	72.73	67.11	8.68	24.97	51.65	20.97	66.04	33.54	75.51	38.62	26.83	13.02
DDX39BP1	ENSG00000233677	unprocessed_pseudogene	29906542	29906909	3.0	3.0	1.0	0.0	0.0	0.0	2.51	1.91	0.0	2.0	0.0	0.0	4.0	0.13	2.97	0.0	0.0	0.0	1.0	3.99	1.86	4.0	0.0	4.0	0.0	0.0	0.0	1.0	0.4	1.0	0.0	0.0
MCCD1P1	ENSG00000235963	unprocessed_pseudogene	29907782	29908645	2.18	4.58	1.0	0.0	0.0	0.26	2.58	1.42	0.0	1.75	0.0	2.0	1.0	1.0	2.22	0.0	4.99	0.0	0.0	3.99	1.7	0.68	0.0	3.99	1.56	1.0	0.0	0.89	6.47	2.25	0.94	0.0
HCG4B	ENSG00000227262	unprocessed_pseudogene	29925982	29926973	845.37	655.03	448.32	1.46	596.67	615.17	473.46	232.19	405.92	515.39	114.38	409.84	922.17	221.57	997.14	115.82	641.47	768.19	419.1	550.03	648.18	755.26	135.81	244.45	622.32	148.35	570.78	263.45	722.68	512.41	337.51	199.72
HLA-K	ENSG00000230795	unprocessed_pseudogene	29926458	29929232	868.64	690.57	470.37	5.71	638.78	655.65	525.07	282.88	457.85	547.94	122.85	491.58	996.7	312.67	1091.27	156.32	695.75	851.62	463.8	667.25	726.03	839.0	160.82	311.18	714.79	221.6	655.81	294.96	745.8	552.72	366.07	200.87
HLA-U	ENSG00000228078	unprocessed_pseudogene	29934100	29934286	297.7	220.08	146.46	0.99	218.77	185.32	222.43	46.9	127.63	177.2	32.75	108.88	288.19	72.77	377.78	28.96	130.16	248.17	113.84	220.58	211.04	291.84	17.98	97.79	228.03	48.89	152.34	101.03	199.33	176.62	76.74	62.7
HLA-A	ENSG00000206503	protein_coding	29941259	29949572	711.62	727.02	540.35	330.91	801.99	548.43	438.16	495.94	384.02	445.73	240.16	710.39	1175.3	457.15	1211.29	253.31	956.99	702.0	418.75	599.54	887.82	984.72	174.94	473.63	1237.7	261.12	836.35	368.26	768.35	477.95	536.47	292.05
ENSG00000227766	ENSG00000227766	unprocessed_pseudogene	29942074	29943067	953.53	1014.86	742.18	419.16	1019.04	732.52	466.78	505.85	513.63	638.07	304.84	874.67	1506.18	499.47	1613.59	288.07	1163.65	875.38	513.97	703.95	1112.76	1276.34	210.66	578.68	1694.35	277.49	1069.45	415.42	1110.59	628.93	695.87	344.72
HLA-W	ENSG00000235290	unprocessed_pseudogene	29956595	29958570	142.87	116.86	73.52	43.16	120.37	75.78	89.84	80.97	42.69	105.78	30.56	73.76	169.72	45.31	185.56	30.01	134.42	145.15	79.24	75.1	137.7	80.72	21.67	77.63	187.37	41.54	73.58	57.32	122.92	93.81	82.54	39.24
MICD	ENSG00000229390	unprocessed_pseudogene	29970800	29972464	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	2.74	0.79	2.0	3.09	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0
HCG9	ENSG00000204625	lncRNA	29975111	29978410	0.0	0.7	1.59	0.37	2.74	0.7	0.78	0.0	0.64	0.0	0.0	0.0	2.65	0.0	2.58	0.29	0.65	0.34	1.06	0.0	0.0	0.0	0.0	0.05	8.05	0.0	0.0	0.0	0.0	0.0	0.0	0.37
POLR1HASP	ENSG00000204623	transcribed_unitary_pseudogene	29976041	30061640	69.97	53.71	40.07	31.43	56.4	55.63	44.54	40.93	31.15	38.95	15.63	32.51	66.81	22.39	84.4	16.99	98.54	63.25	34.3	49.64	56.99	63.18	10.22	40.02	84.48	18.0	42.65	25.75	58.57	44.28	51.89	31.1
DDX39BP2	ENSG00000238024	unprocessed_pseudogene	29993208	29993605	1.97	0.0	0.0	0.0	1.99	2.0	0.0	2.82	1.0	3.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	2.0	0.75	2.98	2.0	0.0	0.0	0.22	0.0	0.0	0.0	2.99	0.0	3.0	0.0
MCCD1P2	ENSG00000224312	unprocessed_pseudogene	29994436	29995314	2.12	0.0	0.0	0.0	2.98	3.85	0.41	2.0	0.22	5.12	0.0	1.58	7.31	0.0	5.96	0.99	4.76	1.41	1.86	8.98	4.48	3.66	0.0	1.0	5.24	0.0	0.0	2.0	2.17	1.0	3.0	1.0
ENSG00000290574	ENSG00000290574	lncRNA	30005970	30009956	908.51	723.48	529.51	397.84	694.2	694.63	557.88	537.04	404.81	538.33	201.48	397.28	841.71	258.41	1072.09	212.38	1171.65	774.3	430.43	591.17	724.99	828.18	133.9	500.53	1041.15	211.49	554.0	350.22	786.06	586.8	650.53	400.42
ENSG00000237669	ENSG00000237669	unprocessed_pseudogene	30006120	30007116	920.56	733.02	521.11	385.54	720.9	694.09	556.54	530.48	404.9	546.61	198.59	368.07	872.54	253.23	1083.99	214.32	1225.53	807.48	446.99	607.31	716.67	838.45	123.43	493.04	1058.85	206.47	541.3	351.93	807.36	599.3	671.8	379.37
HLA-J	ENSG00000204622	transcribed_unprocessed_pseudogene	30006605	30009539	929.88	744.73	547.52	410.55	710.87	716.88	571.03	554.7	418.99	555.37	206.8	410.94	857.81	268.41	1103.98	219.38	1196.77	789.42	444.69	605.52	751.55	852.55	139.97	509.68	1069.35	218.04	571.95	361.15	808.59	604.34	665.48	413.37
ETF1P1	ENSG00000232757	processed_pseudogene	30031712	30033003	1.46	2.15	0.0	1.61	3.51	2.0	2.0	0.0	1.63	0.0	0.0	0.88	0.0	0.94	2.0	0.95	0.06	0.0	0.0	0.0	2.0	0.08	1.71	0.0	1.96	0.0	0.0	0.0	1.25	1.86	2.42	0.0
ENSG00000278104	ENSG00000278104	misc_RNA	30035915	30035983	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000275856	ENSG00000275856	misc_RNA	30058114	30058190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0
POLR1H	ENSG00000066379	protein_coding	30058898	30064909	3.02	1.53	1.54	0.0	0.84	0.04	0.0	0.8	0.46	1.4	0.06	0.0	1.92	0.0	0.92	0.0	0.82	0.31	0.0	3.63	0.0	1.95	0.0	0.0	0.48	0.0	0.0	0.74	0.76	1.85	0.35	0.0
ENSG00000278773	ENSG00000278773	misc_RNA	30061079	30061183	4.8	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
PPP1R11	ENSG00000204619	protein_coding	30066708	30070333	0.0	0.0	0.0	0.69	0.0	0.27	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	1.03	0.0
RNF39	ENSG00000204618	protein_coding	30070265	30075849	0.69	0.0	0.0	0.0	0.0	0.46	0.58	0.14	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	1.41	0.0
TRIM31	ENSG00000204616	protein_coding	30102896	30113090	0.2	0.26	0.55	0.0	0.46	0.62	0.35	0.48	0.0	0.55	1.37	0.0	1.24	0.27	0.0	0.0	2.18	0.64	0.77	0.0	0.14	0.0	0.0	0.0	3.23	0.0	1.08	0.9	0.47	0.0	0.26	0.33
TRIM31-AS1	ENSG00000231226	lncRNA	30105239	30114724	0.35	0.27	0.74	0.0	0.32	0.42	0.37	0.81	0.0	0.72	0.97	0.0	1.33	0.29	0.44	0.0	2.44	0.69	0.83	0.0	0.47	0.0	0.0	0.0	3.07	0.0	1.16	0.97	0.62	0.0	0.63	0.46
ENSG00000252228	ENSG00000252228	snoRNA	30132804	30132966	3.98	1.99	0.0	0.0	1.96	1.0	0.0	0.0	1.99	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.0	0.0	0.0	0.0	7.31	0.0	0.0	0.0	0.0	2.0	0.99	0.0
TRIM40	ENSG00000204614	protein_coding	30136123	30148735	0.99	0.93	0.15	0.63	0.34	1.27	0.17	0.8	0.26	0.08	0.14	0.0	0.76	0.0	0.61	0.0	2.28	0.0	0.67	0.04	0.19	0.0	0.0	0.5	0.08	0.0	0.11	0.0	0.29	0.17	0.43	0.46
TRIM10	ENSG00000204613	protein_coding	30151942	30161211	0.02	0.22	0.0	0.0	0.25	0.0	0.94	0.25	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.23	0.82	0.0	0.0	0.48	0.0	0.0	0.01	2.45	0.0	0.0	0.21	0.0	0.32	0.08	0.0
TRIM15	ENSG00000204610	protein_coding	30163205	30172693	0.09	0.0	0.0	0.0	0.79	0.0	0.0	0.55	0.0	0.24	0.0	0.0	0.14	0.0	0.16	0.0	1.48	0.0	0.13	0.0	0.0	0.51	0.0	0.0	0.8	0.0	0.0	0.26	0.58	0.21	0.15	0.07
TRIM26	ENSG00000234127	protein_coding	30184454	30213427	0.78	0.59	0.1	0.57	0.6	0.17	0.44	0.19	0.42	0.59	0.75	1.13	0.33	0.0	0.67	0.28	1.99	0.35	0.25	0.1	1.52	0.48	0.04	0.48	0.9	0.06	0.12	0.31	1.54	1.02	0.47	0.08
PAIP1P1	ENSG00000233892	processed_pseudogene	30186797	30188614	1.06	0.82	0.25	1.18	0.0	0.0	0.89	0.8	0.0	0.61	1.12	0.0	0.0	0.0	1.17	0.0	6.05	0.0	0.0	0.0	6.65	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.97	0.0	0.0
